"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ID"
"BHMT2",2.23474794409938,-4.83274674509804,2.88358957881292,0.00586897266079031,0.607092676893896,-2.32750161500398,"BHMT2"
"PGBD1",1.18733101055901,2.3355242372549,2.8826955724135,0.00588315073273732,0.607092676893896,-2.32922472140308,"PGBD1"
"RELA",3.10038527515528,-4.99253417647059,2.8814950568879,0.00590223982448812,0.607092676893896,-2.33153805799893,"RELA"
"TPPP2",4.18910230881988,-2.78749266843137,2.88041953016265,0.0059193903753305,0.607092676893896,-2.33361002602687,"TPPP2"
"MTMR10",0.536423881987578,4.80027194117647,2.8736947928664,0.00602767871460837,0.615123113403219,-2.3465538372936,"MTMR10"
"SMG5",0.428136782608698,9.07789829411765,2.87166905617374,0.00606065808992119,0.615426825447839,-2.35044920205847,"SMG5"
"HAS3",1.11305265776397,-0.708846908431373,2.86375533487755,0.00619110794764385,0.616286209547764,-2.3656499558098,"HAS3"
"EI24",0.47958842236025,5.09445801960784,2.86321848371632,0.0062000511726005,0.616286209547764,-2.36668017214174,"EI24"
"DRP2",1.88497824248447,-1.98792189019608,2.86170821203438,0.00622527466499815,0.616286209547764,-2.36957771666476,"DRP2"
"FAAH",1.39650411236025,0.946513304705882,2.86111481890909,0.0062352111432915,0.616286209547764,-2.37071590790859,"FAAH"
"C2orf64",1.42285587888199,1.49023671568627,2.8604644646309,0.00624611835814706,0.616286209547764,-2.37196318287498,"C2orf64"
"HSD3B7",-1.39203460850932,1.60208352823529,-2.85995387369258,0.00625469398504564,0.616286209547764,-2.37294228679277,"HSD3B7"
"A1BG",1.44539901540254,1.74140079819435,2.85848429681227,0.00627943729502158,0.616286209547764,-2.37575970643626,"A1BG"
